onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.015	1.805	no_response	n/a	1.0	n/a	c	BL
5.82	1.806	no_response	n/a	1.0	n/a	l	TR
7.626	2.006	2-back	1.0	1.0	0.564	v	BL
9.632	2.006	2-back	1.0	1.0	0.327	p	TR
11.638	2.006	2-back	0.0	1.0	0.476	r	TL
13.644	2.006	2-back	0.0	1.0	0.438	t	BR
15.65	2.006	2-back	1.0	1.0	0.349	n	TL
17.656	2.006	2-back	0.0	1.0	0.34	s	TR
19.662	2.006	2-back	0.0	1.0	0.496	f	BL
21.668	2.006	2-back	1.0	1.0	0.284	x	TR
23.674	2.006	2-back	0.0	1.0	0.339	v	BR
25.68	2.006	2-back	0.0	1.0	0.579	p	TL
27.686	2.006	2-back	1.0	1.0	0.374	f	BR
29.692	2.006	2-back	1.0	0.0	0.346	n	TL
31.698	2.006	2-back	0.0	1.0	0.647	x	TR
33.704	2.006	2-back	1.0	1.0	0.306	t	TL
35.71	2.006	2-back	0.0	1.0	0.498	s	BL
37.716	2.006	2-back	0.0	0.0	0.535	l	TR
39.722	2.006	2-back	1.0	0.0	0.437	f	BL
41.728	2.006	2-back	1.0	1.0	0.628	c	TR
43.734	2.006	2-back	0.0	1.0	0.567	r	TL
45.74	2.006	2-back	1.0	1.0	0.284	g	TR
47.746	2.006	2-back	0.0	1.0	0.41	s	BL
49.752	2.006	2-back	0.0	1.0	0.597	r	BR
51.758	2.006	2-back	1.0	1.0	0.45	v	BL
53.764	2.006	2-back	0.0	1.0	0.403	p	BL
55.77	2.006	2-back	0.0	1.0	0.56	t	TL
57.776	2.006	2-back	1.0	1.0	0.312	x	BL
59.782	2.006	2-back	0.0	1.0	0.31	z	BR
61.788	2.006	2-back	0.0	1.0	0.368	t	TR
63.794	2.006	2-back	0.0	1.0	0.439	g	TL
65.8	2.006	2-back	1.0	1.0	0.557	c	TR
67.806	2.006	2-back	0.0	1.0	0.337	p	BL
69.812	2.006	2-back	0.0	1.0	0.341	s	BR
71.818	2.006	2-back	0.0	0.0	0.467	v	TL
73.824	2.006	2-back	1.0	0.0	0.291	n	BR
75.83	2.006	2-back	0.0	1.0	0.473	c	BL
77.836	2.006	2-back	0.0	1.0	0.394	l	TL
79.842	2.006	2-back	0.0	1.0	0.347	x	BR
81.848	2.006	2-back	1.0	1.0	0.264	z	TL
83.854	2.006	2-back	0.0	1.0	0.322	g	TR
85.86	2.006	2-back	0.0	1.0	0.503	f	BR
87.866	2.006	2-back	0.0	1.0	0.394	z	TL
89.872	2.006	2-back	1.0	0.0	0.447	l	BR
91.878	2.007	2-back	0.0	0.0	0.462	r	TR
93.885	2.006	2-back	1.0	1.0	0.566	z	BR
95.891	2.006	2-back	0.0	1.0	0.476	n	BL
97.897	6.02	2-back	1.0	1.0	0.449	g	BR
103.917	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
105.939	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
107.962	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
109.985	2.023	baseline	1.0	1.0	0.305	redcross.bmp	n/a
112.008	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.03	2.023	baseline	1.0	1.0	0.279	redcross.bmp	n/a
116.053	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
118.076	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
120.098	2.023	baseline	1.0	1.0	0.291	redcross.bmp	n/a
122.121	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
124.16	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
126.183	6.033	baseline	1.0	1.0	0.307	redcross.bmp	n/a
132.216	1.806	no_response	n/a	1.0	n/a	p	TR
134.022	2.006	1-back	0.0	1.0	0.521	f	BL
136.028	2.006	1-back	1.0	1.0	0.288	n	BL
138.034	2.006	1-back	0.0	1.0	0.364	x	TR
140.04	2.006	1-back	0.0	1.0	0.34	c	TL
142.046	2.006	1-back	1.0	1.0	0.29	p	TL
144.052	2.006	1-back	0.0	1.0	0.274	n	BL
146.058	2.006	1-back	0.0	1.0	0.539	c	TR
148.064	2.006	1-back	1.0	1.0	0.258	g	TR
150.07	2.006	1-back	0.0	1.0	0.322	n	TL
152.076	2.006	1-back	0.0	1.0	0.528	s	BR
154.082	2.006	1-back	0.0	1.0	0.402	x	BL
156.088	2.006	1-back	0.0	1.0	0.327	t	TL
158.094	2.006	1-back	1.0	0.0	0.313	g	TL
160.1	2.006	1-back	0.0	1.0	0.657	p	BR
162.106	2.006	1-back	0.0	1.0	0.364	c	TL
164.112	2.006	1-back	1.0	1.0	0.343	r	TL
166.118	2.006	1-back	0.0	1.0	0.381	t	BL
168.124	2.006	1-back	1.0	1.0	0.33	v	BL
170.13	2.006	1-back	0.0	1.0	0.372	g	BR
172.136	2.006	1-back	0.0	1.0	0.441	p	TL
174.142	2.006	1-back	0.0	1.0	0.641	x	BR
176.148	2.006	1-back	1.0	1.0	0.376	z	BR
178.154	2.006	1-back	0.0	1.0	0.343	l	TR
180.16	2.006	1-back	1.0	1.0	0.285	v	TR
182.166	2.006	1-back	0.0	1.0	0.474	n	BR
184.172	2.006	1-back	0.0	1.0	0.464	r	BL
186.178	2.006	1-back	1.0	1.0	0.428	s	BL
188.184	2.006	1-back	0.0	1.0	0.395	z	TR
190.19	2.006	1-back	0.0	1.0	0.472	l	TL
192.196	2.006	1-back	0.0	1.0	0.59	g	BR
194.202	2.006	1-back	1.0	1.0	0.31	f	BR
196.208	2.006	1-back	0.0	1.0	0.44	t	TR
198.214	2.006	1-back	0.0	1.0	0.533	z	TL
200.22	2.006	1-back	1.0	0.0	0.489	l	TL
202.226	2.006	1-back	0.0	1.0	0.509	f	BL
204.232	2.006	1-back	0.0	1.0	0.585	t	TR
206.238	2.006	1-back	1.0	1.0	0.384	r	TR
208.244	2.006	1-back	0.0	1.0	0.645	l	BR
210.25	2.006	1-back	1.0	1.0	0.579	z	BR
212.256	2.006	1-back	0.0	1.0	0.446	r	TR
214.262	2.006	1-back	1.0	1.0	0.468	v	TR
216.268	2.006	1-back	0.0	1.0	0.412	s	BL
218.274	2.006	1-back	1.0	1.0	0.29	f	BL
220.28	2.006	1-back	0.0	1.0	0.42	v	TL
