onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.015	1.806	no_response	n/a	1.0	n/a	r	TL
5.821	1.805	no_response	n/a	0.0	0.4	p	TR
7.626	2.023	2-back	0.0	1.0	0.933	x	BL
9.649	2.022	2-back	1.0	1.0	0.628	t	TR
11.671	2.023	2-back	0.0	1.0	0.416	g	TL
13.694	2.023	2-back	0.0	0.0	0.572	n	BL
15.717	2.023	2-back	1.0	1.0	0.865	z	TL
17.74	2.022	2-back	0.0	0.0	0.656	c	TR
19.762	2.023	2-back	0.0	1.0	0.618	v	BR
21.785	2.023	2-back	0.0	1.0	0.957	n	BL
23.808	2.023	2-back	1.0	1.0	0.541	g	BR
25.831	2.022	2-back	0.0	1.0	0.388	s	TL
27.853	2.023	2-back	0.0	1.0	0.503	v	TR
29.876	2.023	2-back	1.0	1.0	0.347	l	TL
31.899	2.023	2-back	1.0	0.0	0.539	f	TR
33.922	2.022	2-back	0.0	1.0	0.651	s	BR
35.944	2.023	2-back	0.0	0.0	0.851	c	TL
37.967	2.023	2-back	0.0	1.0	0.66	r	BL
39.99	2.023	2-back	1.0	1.0	0.953	s	TL
42.013	2.022	2-back	0.0	1.0	0.444	l	BR
44.035	2.023	2-back	0.0	1.0	0.514	z	BL
46.058	2.023	2-back	1.0	1.0	0.442	x	BR
48.081	2.023	2-back	0.0	1.0	0.514	f	TL
50.104	2.022	2-back	0.0	0.0	0.622	t	TL
52.126	2.023	2-back	0.0	1.0	1.126	x	BR
54.149	2.023	2-back	1.0	1.0	0.533	r	TL
56.172	2.023	2-back	1.0	1.0	0.742	l	BR
58.195	2.022	2-back	0.0	1.0	0.521	n	BL
60.217	2.023	2-back	1.0	1.0	0.733	s	BR
62.24	2.023	2-back	0.0	0.0	n/a	f	BR
64.263	2.023	2-back	0.0	0.0	0.413	g	BL
66.286	2.022	2-back	0.0	1.0	0.662	p	TR
68.308	2.023	2-back	1.0	1.0	0.784	v	BL
70.331	2.023	2-back	1.0	1.0	0.44	t	TR
72.354	2.022	2-back	1.0	1.0	0.766	t	BL
74.376	2.023	2-back	0.0	1.0	0.587	z	TL
76.399	2.023	2-back	0.0	1.0	0.721	f	TR
78.422	2.023	2-back	1.0	1.0	0.584	p	TL
80.445	2.022	2-back	1.0	1.0	0.753	g	TR
82.467	2.023	2-back	0.0	1.0	0.52	c	BL
84.49	2.023	2-back	1.0	1.0	0.726	r	TR
86.513	2.023	2-back	0.0	1.0	0.624	p	BR
88.536	2.022	2-back	1.0	1.0	0.999	x	TR
90.558	2.023	2-back	0.0	1.0	1.016	l	TR
92.581	2.023	2-back	0.0	1.0	0.747	z	BL
94.604	2.023	2-back	0.0	0.0	0.452	c	BR
96.627	2.022	2-back	1.0	0.0	0.466	n	BL
98.649	6.037	2-back	1.0	1.0	0.513	v	BR
104.686	2.023	baseline	1.0	1.0	0.356	redcross.bmp	n/a
106.709	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
108.732	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
110.754	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
112.777	2.023	baseline	1.0	1.0	0.537	redcross.bmp	n/a
114.8	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
116.839	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
118.862	2.039	baseline	1.0	1.0	0.595	redcross.bmp	n/a
120.901	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
122.924	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
124.947	2.023	baseline	1.0	1.0	0.376	redcross.bmp	n/a
126.97	6.033	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
133.003	1.805	no_response	n/a	1.0	n/a	t	TR
134.808	2.023	1-back	0.0	1.0	0.358	c	BR
136.831	2.022	1-back	0.0	0.0	0.942	n	BL
138.853	2.023	1-back	1.0	1.0	0.591	l	BL
140.876	2.023	1-back	0.0	1.0	0.693	g	TR
142.899	2.023	1-back	0.0	1.0	0.498	f	TL
144.922	2.022	1-back	1.0	1.0	0.507	p	TL
146.944	2.023	1-back	0.0	1.0	0.625	x	TR
148.967	2.023	1-back	1.0	1.0	0.569	n	TR
150.99	2.023	1-back	0.0	1.0	0.55	s	TL
153.013	2.022	1-back	0.0	1.0	0.533	r	BR
155.035	2.023	1-back	1.0	1.0	0.638	v	BR
157.058	2.023	1-back	0.0	1.0	0.46	l	TL
159.081	2.023	1-back	1.0	1.0	0.433	z	TL
161.104	2.022	1-back	0.0	1.0	0.451	c	TR
163.126	2.023	1-back	0.0	1.0	0.52	f	BL
165.149	2.023	1-back	0.0	1.0	0.711	p	TR
167.172	2.023	1-back	1.0	1.0	0.321	t	TR
169.195	2.022	1-back	0.0	1.0	0.452	g	BL
171.217	2.023	1-back	1.0	1.0	0.537	x	BL
173.24	2.023	1-back	0.0	1.0	0.682	c	TR
175.263	2.023	1-back	1.0	1.0	0.423	p	TR
177.286	2.022	1-back	0.0	1.0	0.473	z	TL
179.308	2.023	1-back	0.0	1.0	0.597	r	BL
181.331	2.023	1-back	1.0	1.0	0.432	n	BL
183.354	2.022	1-back	0.0	1.0	0.554	z	BR
185.376	2.023	1-back	0.0	1.0	0.51	f	BL
187.399	2.023	1-back	0.0	1.0	0.535	s	TL
189.422	2.023	1-back	0.0	1.0	0.428	v	BR
191.445	2.022	1-back	1.0	1.0	0.414	c	BR
193.467	2.023	1-back	0.0	1.0	1.112	z	TL
195.49	2.023	1-back	1.0	1.0	0.534	r	TL
197.513	2.023	1-back	0.0	1.0	0.527	l	TR
199.536	2.022	1-back	1.0	1.0	0.424	n	TR
201.558	2.023	1-back	0.0	1.0	0.72	v	BR
203.581	2.023	1-back	1.0	1.0	0.45	f	BR
205.604	2.023	1-back	0.0	1.0	0.778	r	TL
207.627	2.022	1-back	1.0	1.0	0.7	l	TL
209.649	2.023	1-back	0.0	1.0	0.465	x	BR
211.672	2.023	1-back	0.0	1.0	0.533	s	BL
213.695	2.023	1-back	0.0	1.0	0.82	g	TL
215.718	2.022	1-back	0.0	1.0	0.702	t	BL
217.74	2.023	1-back	0.0	1.0	0.634	p	BR
219.763	2.023	1-back	0.0	1.0	0.691	s	BL
221.786	2.023	1-back	1.0	1.0	0.523	x	BL
223.809	2.022	1-back	0.0	1.0	0.467	v	TR
225.831	2.023	1-back	0.0	1.0	0.415	t	BR
227.854	6.037	1-back	1.0	1.0	0.513	g	BR
