onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.015	1.806	no_response	n/a	1.0	n/a	c	TR
5.821	1.805	no_response	n/a	0.0	0.538	g	BL
7.626	2.023	2-back	1.0	1.0	0.495	c	BL
9.649	2.023	2-back	0.0	0.0	n/a	p	TR
11.672	2.022	2-back	0.0	1.0	0.599	v	TL
13.694	2.023	2-back	1.0	0.0	0.48	p	TL
15.717	2.023	2-back	0.0	1.0	0.505	s	BL
17.74	2.023	2-back	0.0	1.0	0.588	x	TR
19.763	2.022	2-back	1.0	1.0	0.392	s	TR
21.785	2.023	2-back	1.0	0.0	0.402	x	TL
23.808	2.023	2-back	0.0	1.0	0.534	n	BR
25.831	2.022	2-back	0.0	1.0	0.56	f	BL
27.853	2.023	2-back	1.0	1.0	0.671	n	TL
29.876	2.023	2-back	0.0	1.0	0.576	t	TL
31.899	2.023	2-back	0.0	1.0	0.568	l	TR
33.922	2.022	2-back	0.0	1.0	0.698	r	BR
35.944	2.023	2-back	1.0	1.0	0.508	l	TL
37.967	2.023	2-back	0.0	1.0	0.441	z	TL
39.99	2.023	2-back	0.0	1.0	0.687	v	BL
42.013	2.022	2-back	0.0	1.0	0.529	t	BR
44.035	2.023	2-back	0.0	1.0	0.492	g	TL
46.058	2.023	2-back	1.0	1.0	0.419	t	BL
48.081	2.023	2-back	0.0	1.0	0.684	f	BR
50.104	2.022	2-back	0.0	1.0	0.536	r	BR
52.126	2.023	2-back	1.0	1.0	0.464	f	TR
54.149	2.023	2-back	0.0	1.0	0.427	z	BL
56.172	2.023	2-back	0.0	1.0	0.597	c	BR
58.195	2.022	2-back	0.0	1.0	0.715	g	TR
60.217	2.023	2-back	1.0	1.0	0.455	c	BL
62.24	2.023	2-back	0.0	1.0	0.54	p	BR
64.263	2.023	2-back	0.0	1.0	0.525	v	BR
66.286	2.022	2-back	1.0	1.0	0.53	p	TR
68.308	2.023	2-back	0.0	1.0	0.577	s	TL
70.331	2.023	2-back	0.0	1.0	0.606	t	BR
72.354	2.023	2-back	1.0	1.0	0.643	s	TR
74.377	2.022	2-back	0.0	1.0	0.539	r	TL
76.399	2.023	2-back	0.0	1.0	0.528	z	BL
78.422	2.023	2-back	1.0	1.0	0.581	r	TR
80.445	2.022	2-back	1.0	0.0	0.436	z	BR
82.467	2.023	2-back	0.0	1.0	0.866	n	TL
84.49	2.023	2-back	0.0	1.0	0.62	g	TR
86.513	2.023	2-back	1.0	1.0	0.397	n	BL
88.536	2.022	2-back	0.0	1.0	0.613	x	BR
90.558	2.023	2-back	0.0	1.0	0.498	v	TR
92.581	2.023	2-back	1.0	1.0	0.784	x	BL
94.604	2.023	2-back	0.0	1.0	0.499	l	BL
96.627	2.022	2-back	0.0	1.0	0.517	f	TL
98.649	6.037	2-back	1.0	1.0	0.827	l	BR
104.686	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
106.709	2.023	baseline	1.0	1.0	0.361	redcross.bmp	n/a
108.732	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
110.754	2.023	baseline	1.0	1.0	0.305	redcross.bmp	n/a
112.777	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.8	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
116.839	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
118.862	2.039	baseline	1.0	1.0	0.291	redcross.bmp	n/a
120.901	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
122.924	2.023	baseline	1.0	1.0	0.406	redcross.bmp	n/a
124.947	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
126.97	6.033	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
133.003	1.805	no_response	n/a	1.0	n/a	v	TR
134.808	2.023	1-back	1.0	1.0	0.521	v	BL
136.831	2.022	1-back	0.0	1.0	0.525	p	TR
138.853	2.023	1-back	0.0	1.0	0.476	g	BL
140.876	2.023	1-back	1.0	0.0	0.898	g	TL
142.899	2.023	1-back	0.0	1.0	0.702	z	BR
144.922	2.022	1-back	0.0	1.0	0.535	l	TL
