onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.048	1.805	no_response	n/a	1.0	n/a	r	TL
5.853	2.006	1-back	1.0	0.0	0.519	r	TR
7.859	2.006	1-back	0.0	1.0	0.567	g	BR
9.865	2.006	1-back	1.0	1.0	1.167	g	TL
11.871	2.006	1-back	0.0	1.0	0.821	f	TR
13.877	2.006	1-back	0.0	1.0	0.741	t	BL
15.883	2.006	1-back	0.0	1.0	0.653	v	TL
17.889	2.006	1-back	0.0	1.0	0.66	p	TR
19.895	2.006	1-back	1.0	1.0	0.534	p	BL
21.901	2.006	1-back	0.0	1.0	0.687	z	BR
23.907	2.006	1-back	0.0	1.0	0.606	s	TR
25.913	2.006	1-back	1.0	1.0	0.533	s	BL
27.919	2.006	1-back	0.0	1.0	0.596	c	TL
29.925	2.006	1-back	1.0	1.0	0.499	c	BR
31.931	2.006	1-back	0.0	1.0	0.597	l	BR
33.937	2.006	1-back	0.0	1.0	0.655	n	BL
35.943	2.006	1-back	0.0	1.0	0.708	v	TL
37.949	2.006	1-back	1.0	1.0	0.667	v	TR
39.955	2.006	1-back	0.0	1.0	0.668	z	BR
41.961	2.006	1-back	0.0	1.0	0.701	s	TL
43.967	2.006	1-back	0.0	1.0	0.734	x	TR
45.973	2.006	1-back	1.0	1.0	0.679	x	BL
47.979	2.006	1-back	1.0	1.0	0.659	x	BR
49.985	2.006	1-back	0.0	1.0	0.706	v	TR
51.991	2.006	1-back	0.0	1.0	0.729	z	TL
53.997	2.006	1-back	1.0	1.0	0.618	z	BR
56.003	2.006	1-back	0.0	1.0	0.728	f	BL
58.009	2.006	1-back	0.0	1.0	0.664	r	TR
60.015	2.006	1-back	1.0	1.0	0.645	r	BL
62.021	2.006	1-back	0.0	1.0	0.71	n	TL
64.027	2.006	1-back	0.0	1.0	0.837	l	BL
66.033	2.006	1-back	1.0	1.0	0.666	l	BR
68.039	2.006	1-back	0.0	1.0	0.811	s	TL
70.045	2.006	1-back	0.0	1.0	0.861	g	TR
72.051	2.006	1-back	0.0	1.0	0.719	c	BL
74.057	2.006	1-back	1.0	1.0	0.601	c	TR
76.063	2.006	1-back	0.0	1.0	0.761	f	BR
78.069	2.006	1-back	1.0	1.0	0.718	f	TL
80.075	2.006	1-back	0.0	1.0	0.88	t	TR
82.081	2.006	1-back	0.0	1.0	0.91	x	BL
84.087	2.006	1-back	0.0	1.0	0.795	p	TL
86.093	2.006	1-back	1.0	1.0	0.626	p	BL
88.099	2.006	1-back	0.0	1.0	0.708	n	BR
90.105	2.006	1-back	1.0	1.0	0.655	n	TL
92.111	2.006	1-back	0.0	1.0	0.654	g	BR
94.117	2.006	1-back	0.0	1.0	0.721	l	BL
96.123	2.006	1-back	0.0	1.0	0.743	t	TR
98.129	6.086	1-back	1.0	1.0	0.687	t	BR
104.215	2.023	baseline	1.0	1.0	0.356	redcross.bmp	n/a
106.238	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
108.261	2.023	baseline	1.0	1.0	0.299	redcross.bmp	n/a
110.284	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
112.306	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.329	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
116.352	2.023	baseline	1.0	1.0	0.323	redcross.bmp	n/a
118.375	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
120.397	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
122.42	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
124.443	2.022	baseline	1.0	1.0	0.307	redcross.bmp	n/a
126.465	6.033	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
132.498	1.806	no_response	n/a	1.0	n/a	v	TR
134.304	1.805	no_response	n/a	1.0	n/a	r	BR
136.109	2.006	2-back	1.0	1.0	0.394	v	TL
138.115	2.006	2-back	0.0	1.0	0.647	g	TR
140.121	2.006	2-back	0.0	1.0	0.795	p	BL
142.127	2.006	2-back	1.0	1.0	0.609	g	BR
144.133	2.006	2-back	0.0	1.0	0.5	n	TL
146.139	2.006	2-back	0.0	1.0	0.609	x	TR
148.145	2.006	2-back	0.0	1.0	0.623	l	BR
150.151	2.006	2-back	0.0	1.0	0.628	c	TL
152.157	2.006	2-back	1.0	1.0	0.499	l	BL
154.163	2.006	2-back	1.0	1.0	0.661	c	TR
156.169	2.006	2-back	0.0	1.0	0.549	t	BR
158.175	2.006	2-back	0.0	1.0	0.745	n	TL
160.181	2.006	2-back	1.0	1.0	0.546	t	BR
162.187	2.006	2-back	0.0	1.0	0.637	f	TR
164.193	2.006	2-back	0.0	1.0	0.686	n	BR
166.199	2.006	2-back	0.0	1.0	0.674	x	TL
168.205	2.006	2-back	1.0	1.0	0.482	n	BL
170.211	2.006	2-back	0.0	1.0	0.572	r	TR
172.217	2.006	2-back	0.0	1.0	0.644	f	TL
174.223	2.006	2-back	1.0	1.0	0.452	r	BR
176.229	2.006	2-back	0.0	1.0	0.517	s	TR
178.235	2.006	2-back	0.0	1.0	0.755	v	BL
180.241	2.006	2-back	0.0	1.0	0.701	p	TL
182.247	2.006	2-back	1.0	1.0	0.463	v	TR
184.253	2.006	2-back	0.0	1.0	0.546	s	BL
186.259	2.006	2-back	0.0	1.0	0.986	p	BR
188.265	2.006	2-back	1.0	1.0	0.594	s	TR
190.271	2.006	2-back	0.0	1.0	0.78	g	BL
192.277	2.006	2-back	0.0	1.0	0.77	z	TL
194.283	2.006	2-back	0.0	1.0	0.67	r	BR
196.289	2.006	2-back	1.0	1.0	0.49	z	BL
198.295	2.006	2-back	0.0	1.0	0.506	c	BL
200.301	2.006	2-back	0.0	1.0	0.698	t	BR
202.307	2.006	2-back	1.0	1.0	0.538	c	TL
204.313	2.006	2-back	1.0	1.0	0.766	t	BL
206.319	2.006	2-back	0.0	1.0	0.686	s	BR
208.325	2.006	2-back	0.0	1.0	0.767	x	BL
210.331	2.006	2-back	0.0	1.0	0.625	f	TR
212.337	2.006	2-back	1.0	1.0	0.47	x	TR
214.343	2.006	2-back	1.0	1.0	0.67	f	BR
216.349	2.006	2-back	0.0	1.0	0.706	l	TL
218.355	2.006	2-back	0.0	1.0	0.872	p	BL
220.361	2.006	2-back	1.0	1.0	0.474	l	BL
222.367	2.006	2-back	0.0	1.0	0.619	z	TL
224.373	2.006	2-back	0.0	1.0	0.81	g	TL
226.379	6.02	2-back	1.0	1.0	0.623	z	TR
232.399	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
234.421	2.023	baseline	1.0	1.0	0.373	redcross.bmp	n/a
236.444	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
238.467	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
240.489	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
242.512	2.023	baseline	1.0	1.0	0.345	redcross.bmp	n/a
244.535	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
