onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.015	1.805	no_response	n/a	1.0	n/a	l	TR
5.82	2.023	1-back	1.0	1.0	0.414	l	BL
7.843	2.022	1-back	0.0	0.0	n/a	s	TR
9.865	2.023	1-back	0.0	1.0	0.863	z	BL
11.888	2.023	1-back	0.0	1.0	0.67	t	TL
13.911	2.023	1-back	0.0	1.0	0.633	x	BR
15.934	2.022	1-back	1.0	1.0	0.7	x	TL
17.956	2.023	1-back	0.0	1.0	0.662	n	BL
19.979	2.023	1-back	0.0	1.0	0.712	s	TR
22.002	2.023	1-back	0.0	1.0	0.621	l	BR
24.025	2.022	1-back	1.0	1.0	0.512	l	TL
26.047	2.023	1-back	0.0	1.0	0.61	g	BR
28.07	2.023	1-back	1.0	1.0	0.61	g	TR
30.093	2.023	1-back	0.0	1.0	0.796	r	TL
32.116	2.022	1-back	1.0	1.0	0.544	r	TR
34.138	2.023	1-back	0.0	1.0	0.671	x	BL
36.161	2.023	1-back	0.0	1.0	0.658	p	TR
38.184	2.023	1-back	1.0	1.0	0.606	p	TL
40.207	2.022	1-back	0.0	1.0	0.567	c	TR
42.229	2.023	1-back	0.0	1.0	0.762	r	BL
44.252	2.023	1-back	0.0	1.0	0.752	f	TR
46.275	2.023	1-back	1.0	1.0	0.621	f	BR
48.298	2.022	1-back	1.0	1.0	0.696	f	BL
50.32	2.023	1-back	0.0	1.0	0.548	c	TL
52.343	2.023	1-back	0.0	1.0	0.566	z	BL
54.366	2.023	1-back	1.0	1.0	0.5	z	BR
56.389	2.022	1-back	0.0	1.0	0.656	v	BL
58.411	2.023	1-back	0.0	1.0	0.696	p	TL
60.434	2.023	1-back	1.0	1.0	0.541	p	TR
62.457	2.022	1-back	0.0	1.0	0.498	n	BR
64.479	2.023	1-back	0.0	1.0	0.565	s	BL
66.502	2.023	1-back	1.0	1.0	0.528	s	TL
68.525	2.023	1-back	0.0	1.0	0.66	z	TR
70.548	2.022	1-back	0.0	1.0	0.64	v	BL
72.57	2.023	1-back	0.0	1.0	0.612	t	BR
74.593	2.023	1-back	1.0	1.0	0.451	t	TL
76.616	2.023	1-back	1.0	1.0	0.573	t	BR
78.639	2.022	1-back	0.0	1.0	0.613	g	TL
80.661	2.023	1-back	0.0	1.0	0.683	x	BR
82.684	2.023	1-back	0.0	1.0	1.08	g	BL
84.707	2.023	1-back	0.0	0.0	n/a	c	TL
86.73	2.022	1-back	1.0	1.0	0.683	c	TR
88.752	2.023	1-back	0.0	1.0	0.604	v	BR
90.775	2.023	1-back	1.0	1.0	0.609	v	TL
