onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.015	1.805	no_response	n/a	1.0	n/a	c	BL
5.82	1.806	no_response	n/a	1.0	n/a	l	TR
7.626	2.006	2-back	0.0	1.0	0.573	v	BR
9.632	2.006	2-back	1.0	0.0	n/a	p	TR
11.638	2.006	2-back	0.0	1.0	0.897	r	TL
13.644	2.006	2-back	0.0	0.0	1.159	t	BR
15.65	2.006	2-back	1.0	1.0	0.738	n	TL
17.656	2.006	2-back	0.0	1.0	0.58	s	TR
19.662	2.006	2-back	0.0	1.0	0.948	f	BL
21.668	2.006	2-back	1.0	1.0	0.627	x	TR
23.674	2.006	2-back	0.0	1.0	0.579	v	BR
25.68	2.006	2-back	0.0	0.0	1.071	p	BL
27.686	2.006	2-back	1.0	0.0	n/a	f	BR
29.692	2.006	2-back	0.0	1.0	0.732	n	TL
31.698	2.006	2-back	0.0	0.0	n/a	x	TR
33.704	2.006	2-back	1.0	1.0	0.742	t	TL
35.71	2.006	2-back	0.0	1.0	0.773	s	BL
37.716	2.006	2-back	0.0	0.0	0.558	l	TR
39.722	2.006	2-back	1.0	1.0	0.494	f	BL
41.728	2.006	2-back	1.0	1.0	0.737	c	TR
43.734	2.006	2-back	0.0	1.0	0.512	r	TL
45.74	2.006	2-back	1.0	1.0	1.024	g	TR
47.746	2.006	2-back	0.0	0.0	1.043	s	BL
49.752	2.006	2-back	0.0	1.0	0.814	r	BR
51.758	2.006	2-back	1.0	1.0	0.76	v	BL
53.764	2.006	2-back	0.0	0.0	0.871	p	BL
55.77	2.006	2-back	0.0	1.0	1.121	t	TL
57.776	2.006	2-back	1.0	1.0	1.176	x	BL
59.782	2.006	2-back	0.0	1.0	0.76	z	BR
61.788	2.006	2-back	0.0	1.0	1.031	t	TR
63.794	2.006	2-back	0.0	1.0	1.147	g	TL
65.8	2.006	2-back	1.0	1.0	0.964	c	TR
67.806	2.006	2-back	0.0	1.0	0.976	p	BL
69.812	2.006	2-back	0.0	1.0	0.894	s	BR
71.818	2.006	2-back	0.0	1.0	0.894	v	TL
73.824	2.006	2-back	1.0	1.0	0.852	n	BR
75.83	2.006	2-back	0.0	1.0	0.78	c	BL
77.836	2.006	2-back	0.0	0.0	0.682	l	TL
79.842	2.006	2-back	0.0	1.0	0.952	x	BR
81.848	2.006	2-back	1.0	0.0	0.92	z	TL
83.854	2.006	2-back	0.0	1.0	0.731	g	TR
85.86	2.006	2-back	0.0	1.0	0.81	f	BR
87.866	2.006	2-back	0.0	0.0	0.564	z	TL
89.872	2.006	2-back	1.0	0.0	n/a	l	BR
91.878	2.006	2-back	0.0	1.0	0.818	r	TR
93.884	2.006	2-back	1.0	1.0	0.712	z	BR
95.89	2.006	2-back	0.0	1.0	0.567	n	BL
97.896	6.02	2-back	1.0	1.0	1.086	g	BR
103.916	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
105.938	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
107.961	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
109.984	2.023	baseline	1.0	1.0	0.297	redcross.bmp	n/a
112.007	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.03	2.022	baseline	1.0	1.0	0.48	redcross.bmp	n/a
116.052	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
118.075	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
120.097	2.023	baseline	1.0	1.0	0.366	redcross.bmp	n/a
122.12	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
124.143	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
126.166	6.032	baseline	1.0	1.0	0.457	redcross.bmp	n/a
132.198	1.806	no_response	n/a	1.0	n/a	p	TR
134.004	2.006	1-back	0.0	0.0	n/a	f	BL
136.01	2.006	1-back	1.0	1.0	0.689	n	BL
138.016	2.006	1-back	0.0	1.0	0.664	x	TR
140.022	2.006	1-back	0.0	1.0	0.635	c	TL
142.028	2.006	1-back	1.0	1.0	0.496	p	TL
144.034	2.006	1-back	0.0	1.0	0.43	n	BL
146.04	2.006	1-back	0.0	1.0	0.539	c	TR
148.046	2.006	1-back	1.0	1.0	1.008	g	TR
150.052	2.006	1-back	0.0	1.0	0.648	n	TL
152.058	2.006	1-back	0.0	0.0	0.557	s	BR
154.064	2.006	1-back	0.0	1.0	0.992	x	BL
156.07	2.006	1-back	0.0	1.0	0.582	t	TL
158.076	2.006	1-back	1.0	1.0	0.431	g	TL
160.082	2.006	1-back	0.0	1.0	0.44	p	BR
162.088	2.006	1-back	0.0	1.0	0.531	c	TL
164.094	2.006	1-back	1.0	1.0	0.517	r	TL
166.1	2.006	1-back	0.0	1.0	0.524	t	BL
168.106	2.006	1-back	1.0	1.0	0.479	v	BL
170.112	2.006	1-back	0.0	1.0	0.464	g	BR
172.118	2.006	1-back	0.0	1.0	0.648	p	TL
174.124	2.006	1-back	0.0	1.0	0.694	x	BR
176.13	2.006	1-back	1.0	1.0	0.369	z	BR
178.136	2.006	1-back	0.0	1.0	0.568	l	TR
180.142	2.006	1-back	1.0	1.0	0.478	v	TR
182.148	2.006	1-back	0.0	1.0	0.548	n	BR
184.154	2.006	1-back	0.0	1.0	0.492	r	BL
186.16	2.006	1-back	1.0	1.0	0.5	s	BL
188.166	2.006	1-back	0.0	1.0	0.491	z	TR
190.172	2.006	1-back	0.0	1.0	0.42	l	TL
192.178	2.006	1-back	0.0	1.0	0.554	g	BR
194.184	2.006	1-back	1.0	1.0	0.558	f	BR
196.19	2.006	1-back	0.0	1.0	0.418	t	TR
198.196	2.006	1-back	0.0	1.0	0.418	z	TL
200.202	2.006	1-back	1.0	1.0	0.504	l	TL
202.208	2.006	1-back	0.0	1.0	0.993	f	BL
204.214	2.006	1-back	0.0	1.0	0.765	t	TR
206.22	2.006	1-back	1.0	1.0	0.602	r	TR
208.226	2.006	1-back	0.0	1.0	0.367	l	BR
210.232	2.006	1-back	1.0	1.0	0.392	z	BR
212.238	2.006	1-back	0.0	1.0	0.497	r	TR
214.244	2.006	1-back	1.0	1.0	0.509	v	TR
216.25	2.006	1-back	0.0	1.0	0.584	s	BL
218.256	2.006	1-back	1.0	1.0	0.501	f	BL
220.262	2.006	1-back	0.0	1.0	0.42	v	TL
