onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.02	1.8	no_response	n/a	1.0	n/a	c	TR
5.82	1.799	no_response	n/a	1.0	n/a	g	BL
7.619	2.013	2-back	1.0	1.0	0.87	c	BL
9.632	2.012	2-back	0.0	1.0	0.712	p	TR
11.644	2.013	2-back	0.0	1.0	0.673	v	TL
13.657	2.012	2-back	1.0	1.0	0.841	p	TL
15.669	2.013	2-back	0.0	1.0	0.611	s	BL
17.682	2.012	2-back	0.0	1.0	0.692	x	TR
19.694	2.013	2-back	1.0	1.0	0.651	s	TR
21.707	2.012	2-back	1.0	1.0	0.762	x	TL
23.719	2.013	2-back	0.0	1.0	0.62	n	BR
25.732	2.013	2-back	0.0	1.0	0.676	f	BL
27.745	2.012	2-back	1.0	1.0	0.676	n	TL
29.757	2.013	2-back	0.0	1.0	0.595	t	TL
31.77	2.012	2-back	0.0	1.0	0.629	l	TR
33.782	2.013	2-back	0.0	1.0	0.589	r	BR
35.795	2.012	2-back	1.0	1.0	0.658	l	TL
37.807	2.013	2-back	0.0	1.0	0.639	z	TL
39.82	2.012	2-back	0.0	1.0	0.591	v	BL
41.832	2.013	2-back	0.0	1.0	0.603	t	BR
43.845	2.013	2-back	0.0	1.0	0.569	g	TL
45.858	2.012	2-back	1.0	1.0	0.597	t	BL
47.87	2.013	2-back	0.0	1.0	0.532	f	BR
49.883	2.012	2-back	0.0	1.0	0.684	r	BR
51.895	2.013	2-back	1.0	0.0	0.64	f	TR
53.908	2.012	2-back	0.0	1.0	0.51	z	BL
55.92	2.013	2-back	0.0	1.0	0.542	c	BR
57.933	2.012	2-back	0.0	1.0	0.51	g	TR
59.945	2.013	2-back	1.0	1.0	0.678	c	BL
61.958	2.013	2-back	0.0	1.0	0.494	p	BR
63.971	2.012	2-back	0.0	1.0	0.533	v	BR
65.983	2.013	2-back	1.0	1.0	0.654	p	TR
67.996	2.012	2-back	0.0	1.0	0.561	s	TL
70.008	2.013	2-back	0.0	1.0	0.485	t	BR
72.021	2.012	2-back	1.0	1.0	0.605	s	TR
74.033	2.013	2-back	0.0	1.0	0.492	r	TL
76.046	2.012	2-back	0.0	1.0	0.509	z	BL
78.058	2.013	2-back	1.0	1.0	0.99	r	TR
80.071	2.012	2-back	1.0	1.0	0.7	z	BR
82.083	2.013	2-back	0.0	1.0	0.441	n	TL
84.096	2.013	2-back	0.0	1.0	0.475	g	TR
86.109	2.012	2-back	1.0	0.0	0.665	n	BL
88.121	2.013	2-back	0.0	1.0	0.465	x	BR
90.134	2.012	2-back	0.0	1.0	0.564	v	TR
92.146	2.013	2-back	1.0	1.0	0.63	x	BL
94.159	2.012	2-back	0.0	1.0	0.613	l	BL
96.171	2.013	2-back	0.0	1.0	0.467	f	TL
98.184	6.051	2-back	1.0	1.0	0.691	l	BR
104.235	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
106.274	2.039	baseline	1.0	1.0	0.824	redcross.bmp	n/a
108.313	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
110.352	2.039	baseline	1.0	1.0	0.453	redcross.bmp	n/a
112.391	2.04	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.431	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
116.47	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
118.509	2.039	baseline	1.0	1.0	0.409	redcross.bmp	n/a
120.548	2.04	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
122.588	2.039	baseline	1.0	1.0	0.476	redcross.bmp	n/a
124.627	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
126.666	6.038	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
