onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.015	1.805	no_response	n/a	1.0	n/a	c	TR
5.82	1.806	no_response	n/a	1.0	n/a	g	BL
7.626	2.023	2-back	1.0	1.0	0.396	c	BL
9.649	2.022	2-back	0.0	1.0	0.723	p	TR
11.671	2.023	2-back	0.0	1.0	0.672	v	TL
13.694	2.023	2-back	1.0	1.0	0.547	p	TL
15.717	2.023	2-back	0.0	1.0	0.502	s	BL
17.74	2.022	2-back	0.0	1.0	0.646	x	TR
19.762	2.023	2-back	1.0	1.0	0.393	s	TR
21.785	2.023	2-back	1.0	0.0	0.413	x	TL
23.808	2.023	2-back	0.0	1.0	0.662	n	BR
25.831	2.022	2-back	0.0	1.0	0.769	f	BL
27.853	2.023	2-back	1.0	1.0	0.362	n	TL
29.876	2.023	2-back	0.0	1.0	0.522	t	TL
31.899	2.023	2-back	0.0	1.0	0.747	l	TR
33.922	2.022	2-back	0.0	1.0	0.615	r	BR
35.944	2.023	2-back	1.0	1.0	0.363	l	TL
37.967	2.023	2-back	0.0	1.0	0.595	z	TL
39.99	2.022	2-back	0.0	1.0	0.764	v	BL
42.012	2.023	2-back	0.0	1.0	0.651	t	BR
44.035	2.023	2-back	0.0	1.0	0.623	g	TL
46.058	2.023	2-back	1.0	1.0	0.892	t	BL
48.081	2.022	2-back	0.0	1.0	0.71	f	BR
50.103	2.023	2-back	0.0	1.0	1.166	r	BR
52.126	2.023	2-back	1.0	1.0	0.669	f	TR
54.149	2.023	2-back	0.0	1.0	0.64	z	BL
56.172	2.022	2-back	0.0	1.0	0.68	c	BR
58.194	2.023	2-back	0.0	0.0	0.791	g	TR
60.217	2.023	2-back	1.0	1.0	0.813	c	BL
62.24	2.023	2-back	0.0	1.0	0.549	p	BR
64.263	2.022	2-back	0.0	1.0	0.62	v	BR
66.285	2.023	2-back	1.0	1.0	0.395	p	TR
68.308	2.023	2-back	0.0	1.0	0.574	s	TL
70.331	2.023	2-back	0.0	1.0	0.695	t	BR
72.354	2.022	2-back	1.0	1.0	0.43	s	TR
74.376	2.023	2-back	0.0	0.0	0.704	r	TL
76.399	2.023	2-back	0.0	1.0	0.588	z	BL
78.422	2.023	2-back	1.0	1.0	0.816	r	TR
80.445	2.022	2-back	1.0	1.0	0.528	z	BR
82.467	2.023	2-back	0.0	1.0	0.476	n	TL
84.49	2.023	2-back	0.0	0.0	0.708	g	TR
86.513	2.023	2-back	1.0	1.0	0.554	n	BL
88.536	2.022	2-back	0.0	1.0	0.605	x	BR
90.558	2.023	2-back	0.0	1.0	0.686	v	TR
92.581	2.023	2-back	1.0	1.0	0.61	x	BL
94.604	2.022	2-back	0.0	0.0	0.963	l	BL
96.626	2.023	2-back	0.0	0.0	0.57	f	TL
98.649	6.037	2-back	1.0	1.0	0.974	l	BR
104.686	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
106.725	2.023	baseline	1.0	1.0	0.446	redcross.bmp	n/a
108.748	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
110.787	2.023	baseline	1.0	1.0	0.446	redcross.bmp	n/a
112.81	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.833	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
116.872	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
118.895	2.023	baseline	1.0	1.0	0.381	redcross.bmp	n/a
120.918	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
122.941	2.039	baseline	1.0	1.0	0.361	redcross.bmp	n/a
124.98	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
127.003	6.033	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
133.036	1.805	no_response	n/a	1.0	n/a	v	TR
134.841	2.023	1-back	1.0	1.0	0.5	v	BL
136.864	2.023	1-back	0.0	1.0	0.662	p	TR
138.887	2.022	1-back	0.0	1.0	0.584	g	BL
140.909	2.023	1-back	1.0	1.0	0.49	g	TL
142.932	2.023	1-back	0.0	1.0	0.556	z	BR
144.955	2.023	1-back	0.0	1.0	0.787	l	TL
146.978	2.022	1-back	0.0	1.0	0.609	t	BL
149.0	2.023	1-back	1.0	1.0	0.732	t	TR
151.023	2.023	1-back	0.0	1.0	0.598	s	BR
153.046	2.023	1-back	0.0	1.0	0.529	l	TL
155.069	2.022	1-back	0.0	1.0	0.465	x	BR
157.091	2.023	1-back	1.0	1.0	0.454	x	TR
159.114	2.023	1-back	1.0	1.0	0.489	x	TL
161.137	2.023	1-back	0.0	1.0	0.544	s	TR
163.16	2.022	1-back	1.0	1.0	0.624	s	BL
165.182	2.023	1-back	0.0	1.0	0.691	n	TR
167.205	2.023	1-back	0.0	1.0	0.487	r	TL
169.228	2.023	1-back	0.0	1.0	0.502	s	TR
171.251	2.022	1-back	0.0	1.0	0.477	t	BL
173.273	2.023	1-back	1.0	1.0	0.556	t	TR
175.296	2.023	1-back	0.0	1.0	0.544	l	BR
177.319	2.023	1-back	0.0	1.0	0.62	r	BL
179.342	2.022	1-back	0.0	1.0	0.592	f	TL
181.364	2.023	1-back	1.0	1.0	0.581	f	BL
183.387	2.023	1-back	0.0	1.0	0.707	z	BR
185.41	2.022	1-back	1.0	1.0	0.619	z	BL
187.432	2.023	1-back	0.0	1.0	0.616	c	TL
189.455	2.023	1-back	1.0	1.0	0.7	c	TR
191.478	2.023	1-back	0.0	1.0	0.649	p	BR
193.501	2.022	1-back	1.0	1.0	0.583	p	BL
195.523	2.023	1-back	0.0	1.0	0.488	n	TL
197.546	2.023	1-back	1.0	1.0	0.688	n	TR
199.569	2.023	1-back	0.0	1.0	0.642	f	BL
201.592	2.022	1-back	1.0	1.0	0.639	f	BR
203.614	2.023	1-back	0.0	1.0	0.648	l	TL
205.637	2.023	1-back	0.0	1.0	0.826	r	BR
207.66	2.023	1-back	1.0	1.0	0.705	r	TL
209.683	2.022	1-back	0.0	1.0	0.563	z	BR
211.705	2.023	1-back	0.0	1.0	0.883	n	BL
213.728	2.023	1-back	0.0	1.0	0.68	c	TL
215.751	2.023	1-back	1.0	1.0	0.575	c	TR
217.774	2.022	1-back	0.0	1.0	0.899	v	BR
219.796	2.023	1-back	1.0	1.0	0.466	v	TL
221.819	2.023	1-back	0.0	1.0	0.538	x	TR
223.842	2.023	1-back	0.0	1.0	0.736	g	BR
225.865	2.022	1-back	0.0	0.0	0.681	p	BL
227.887	6.037	1-back	0.0	1.0	0.821	g	BR
233.924	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
235.947	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
237.986	2.023	baseline	1.0	1.0	0.299	redcross.bmp	n/a
240.009	2.023	baseline	1.0	1.0	0.354	redcross.bmp	n/a
242.032	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
244.071	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
246.094	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
248.133	2.023	baseline	1.0	1.0	0.405	redcross.bmp	n/a
250.156	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
252.195	2.024	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
254.219	2.022	baseline	1.0	1.0	0.311	redcross.bmp	n/a
256.241	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
