onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.014	1.806	no_response	n/a	1.0	n/a	t	TR
5.82	2.022	1-back	0.0	0.0	n/a	c	BR
7.842	2.023	1-back	0.0	0.0	n/a	n	BL
9.865	2.023	1-back	1.0	1.0	0.857	l	BL
11.888	2.023	1-back	0.0	1.0	0.619	g	TR
13.911	2.022	1-back	0.0	1.0	0.988	f	TL
15.933	2.023	1-back	1.0	1.0	0.665	p	TL
17.956	2.023	1-back	0.0	1.0	0.748	x	TR
19.979	2.022	1-back	1.0	1.0	0.639	n	TR
22.001	2.023	1-back	0.0	1.0	0.633	s	TL
24.024	2.023	1-back	0.0	1.0	0.661	r	BR
26.047	2.023	1-back	1.0	1.0	0.623	v	BR
28.07	2.022	1-back	0.0	1.0	0.902	l	TL
30.092	2.023	1-back	1.0	1.0	0.631	z	TL
32.115	2.023	1-back	0.0	1.0	0.731	c	TR
34.138	2.023	1-back	0.0	1.0	0.744	f	BL
36.161	2.022	1-back	0.0	1.0	0.768	p	TR
38.183	2.023	1-back	1.0	1.0	0.892	t	TR
40.206	2.023	1-back	0.0	1.0	0.669	g	BL
42.229	2.022	1-back	1.0	1.0	0.571	x	BL
44.251	2.023	1-back	0.0	1.0	0.688	c	TR
46.274	2.023	1-back	1.0	1.0	0.846	p	TR
48.297	2.023	1-back	0.0	1.0	0.59	z	TL
50.32	2.022	1-back	0.0	1.0	0.904	r	BL
52.342	2.023	1-back	1.0	1.0	0.634	n	BL
54.365	2.023	1-back	0.0	1.0	0.777	z	BR
56.388	2.022	1-back	0.0	0.0	n/a	f	BL
58.41	2.023	1-back	0.0	0.0	0.794	s	TL
60.433	2.023	1-back	0.0	1.0	0.606	v	BR
62.456	2.023	1-back	1.0	1.0	1.118	c	BR
64.479	2.022	1-back	0.0	1.0	0.633	z	TL
66.501	2.023	1-back	1.0	1.0	0.817	r	TL
68.524	2.023	1-back	0.0	1.0	0.682	l	TR
70.547	2.023	1-back	1.0	1.0	0.723	n	TR
72.57	2.022	1-back	0.0	1.0	0.71	v	BR
74.592	2.023	1-back	1.0	1.0	0.949	f	BR
76.615	2.023	1-back	0.0	1.0	0.754	r	TL
78.638	2.022	1-back	1.0	1.0	0.837	l	TL
80.66	2.023	1-back	0.0	1.0	0.779	x	BR
82.683	2.023	1-back	0.0	0.0	n/a	s	BL
84.706	2.023	1-back	0.0	1.0	0.895	g	TL
86.729	2.022	1-back	0.0	1.0	0.96	t	BL
88.751	2.023	1-back	0.0	1.0	0.81	p	BR
90.774	2.023	1-back	0.0	1.0	0.986	s	BL
92.797	2.022	1-back	1.0	1.0	0.659	x	BL
94.819	2.023	1-back	0.0	1.0	0.748	v	TR
96.842	2.023	1-back	0.0	1.0	0.82	t	BR
98.865	6.037	1-back	1.0	1.0	0.731	g	BR
104.902	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
106.924	2.023	baseline	1.0	1.0	0.416	redcross.bmp	n/a
108.947	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
110.97	2.023	baseline	1.0	1.0	0.352	redcross.bmp	n/a
112.993	2.022	baseline	1.0	1.0	0.614	redcross.bmp	n/a
115.015	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
117.038	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
119.061	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
121.083	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
123.106	2.023	baseline	1.0	1.0	0.319	redcross.bmp	n/a
125.129	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
127.168	6.033	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
133.201	1.805	no_response	n/a	1.0	n/a	r	TL
135.006	1.806	no_response	n/a	0.0	1.329	p	TR
136.812	2.023	2-back	0.0	1.0	1.158	x	BL
138.835	2.022	2-back	1.0	1.0	0.852	t	TR
140.857	2.023	2-back	0.0	1.0	0.947	g	TL
142.88	2.023	2-back	0.0	0.0	0.71	n	BL
144.903	2.022	2-back	1.0	1.0	1.152	z	TL
146.925	2.023	2-back	0.0	1.0	1.164	c	TR
148.948	2.023	2-back	0.0	1.0	0.918	v	BR
150.971	2.023	2-back	0.0	1.0	1.051	n	BL
152.994	2.022	2-back	1.0	1.0	0.66	g	BR
155.016	2.023	2-back	0.0	1.0	0.791	s	TL
157.039	2.023	2-back	0.0	1.0	0.81	v	TR
159.062	2.023	2-back	1.0	1.0	0.587	l	TL
161.085	2.022	2-back	1.0	1.0	0.953	f	TR
163.107	2.023	2-back	0.0	1.0	0.742	s	BR
165.13	2.023	2-back	0.0	1.0	1.082	c	TL
167.153	2.022	2-back	0.0	1.0	0.866	r	BL
169.175	2.023	2-back	1.0	1.0	0.728	s	TL
171.198	2.023	2-back	0.0	1.0	0.772	l	BR
173.221	2.023	2-back	0.0	0.0	0.82	z	BL
175.244	2.022	2-back	1.0	0.0	0.725	x	BR
177.266	2.023	2-back	0.0	1.0	0.766	f	TL
179.289	2.023	2-back	0.0	1.0	0.967	t	TL
181.312	2.022	2-back	0.0	1.0	0.839	x	TR
183.334	2.023	2-back	1.0	1.0	1.054	r	TL
185.357	2.023	2-back	0.0	1.0	0.748	l	BR
187.38	2.023	2-back	0.0	1.0	0.81	n	BL
189.403	2.022	2-back	1.0	1.0	0.671	s	BR
191.425	2.023	2-back	0.0	0.0	1.097	f	BR
193.448	2.023	2-back	0.0	1.0	0.79	g	BL
195.471	2.023	2-back	0.0	1.0	0.857	p	TR
197.494	2.022	2-back	1.0	0.0	0.969	v	BL
199.516	2.023	2-back	0.0	1.0	1.077	t	BR
201.539	2.023	2-back	1.0	1.0	0.76	t	BL
203.562	2.022	2-back	0.0	1.0	0.706	z	TL
205.584	2.023	2-back	0.0	1.0	0.939	f	TR
207.607	2.023	2-back	1.0	1.0	0.614	p	TL
209.63	2.023	2-back	1.0	0.0	0.903	g	TR
211.653	2.022	2-back	0.0	1.0	0.851	c	BL
213.675	2.023	2-back	1.0	1.0	0.838	r	TR
215.698	2.023	2-back	0.0	1.0	0.404	p	BR
217.721	2.022	2-back	0.0	1.0	1.017	x	TL
219.743	2.023	2-back	0.0	1.0	1.089	l	TR
221.766	2.023	2-back	0.0	1.0	0.988	z	BL
223.789	2.023	2-back	0.0	1.0	0.897	c	BR
225.812	2.022	2-back	1.0	1.0	0.63	n	BL
227.834	6.037	2-back	1.0	1.0	1.045	v	BR
233.871	2.023	baseline	1.0	1.0	0.613	redcross.bmp	n/a
235.894	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
237.917	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
239.939	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
241.962	2.023	baseline	1.0	1.0	0.386	redcross.bmp	n/a
243.985	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
246.007	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
248.03	2.023	baseline	1.0	1.0	0.456	redcross.bmp	n/a
250.053	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
252.076	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
254.098	2.023	baseline	1.0	1.0	0.349	redcross.bmp	n/a
256.121	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
