onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.015	1.805	no_response	n/a	1.0	n/a	v	BL
5.82	1.806	no_response	n/a	1.0	n/a	c	BR
7.626	2.006	2-back	1.0	1.0	0.536	g	BL
9.632	2.006	2-back	0.0	1.0	0.673	p	TR
11.638	2.006	2-back	0.0	1.0	0.602	n	TL
13.644	2.006	2-back	1.0	1.0	0.635	x	TR
15.65	2.006	2-back	0.0	1.0	0.712	p	BL
17.656	2.006	2-back	0.0	1.0	0.571	c	TL
19.662	2.006	2-back	0.0	0.0	0.713	l	TL
21.668	2.006	2-back	0.0	1.0	1.171	v	TR
23.674	2.006	2-back	1.0	1.0	0.768	x	TL
25.68	2.006	2-back	1.0	1.0	0.786	g	TR
27.686	2.006	2-back	0.0	1.0	0.577	t	BR
29.692	2.006	2-back	0.0	1.0	0.909	z	BL
31.698	2.006	2-back	1.0	1.0	0.645	n	BR
33.704	2.006	2-back	0.0	1.0	0.73	f	TR
35.71	2.006	2-back	0.0	1.0	0.71	x	TL
37.716	2.006	2-back	0.0	1.0	0.997	n	BL
39.722	2.006	2-back	1.0	0.0	0.687	t	TL
41.728	2.006	2-back	0.0	0.0	1.168	l	BR
43.734	2.006	2-back	0.0	1.0	0.601	r	BL
45.74	2.006	2-back	1.0	0.0	0.601	f	BR
47.746	2.006	2-back	0.0	0.0	0.993	s	BR
49.752	2.006	2-back	0.0	1.0	0.79	v	TL
51.758	2.006	2-back	0.0	1.0	0.562	n	TR
53.764	2.006	2-back	1.0	1.0	0.581	p	TL
55.77	2.006	2-back	0.0	1.0	0.532	s	BL
57.776	2.006	2-back	0.0	1.0	0.876	g	BR
59.782	2.006	2-back	1.0	0.0	n/a	f	BL
61.788	2.006	2-back	0.0	0.0	n/a	r	TR
63.794	2.006	2-back	0.0	1.0	1.011	s	TL
65.8	2.006	2-back	0.0	0.0	0.988	z	BL
67.806	2.006	2-back	1.0	0.0	0.912	c	TL
69.812	2.006	2-back	0.0	1.0	0.666	r	BR
71.818	2.006	2-back	0.0	1.0	0.724	v	TR
73.824	2.006	2-back	1.0	0.0	0.957	l	BR
75.83	2.006	2-back	1.0	1.0	1.015	c	TR
77.836	2.006	2-back	0.0	1.0	0.672	s	BL
79.842	2.006	2-back	0.0	1.0	0.923	t	TL
81.848	2.006	2-back	0.0	0.0	0.643	r	TR
83.854	2.006	2-back	0.0	1.0	0.509	z	BL
85.86	2.006	2-back	1.0	1.0	0.887	l	TR
87.866	2.006	2-back	0.0	0.0	0.929	x	TL
89.872	2.007	2-back	0.0	1.0	0.956	f	BR
91.879	2.005	2-back	0.0	1.0	0.879	p	TR
93.884	2.007	2-back	1.0	1.0	0.719	g	BR
95.891	2.006	2-back	0.0	1.0	0.694	t	BL
97.897	6.02	2-back	1.0	0.0	0.801	z	BR
103.917	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
105.939	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
107.962	2.023	baseline	1.0	1.0	0.562	redcross.bmp	n/a
109.985	2.023	baseline	1.0	1.0	0.44	redcross.bmp	n/a
112.008	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.03	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
116.053	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
118.076	2.022	baseline	1.0	1.0	0.545	redcross.bmp	n/a
120.098	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
122.121	2.023	baseline	1.0	1.0	0.442	redcross.bmp	n/a
124.144	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
126.167	6.032	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
132.199	1.806	no_response	n/a	1.0	n/a	TR	n/a
134.005	2.006	1-back	0.0	1.0	0.568	x	TR
136.011	2.006	1-back	0.0	1.0	0.585	l	BL
138.017	2.006	1-back	1.0	1.0	0.37	s	BL
140.023	2.006	1-back	0.0	1.0	0.507	g	TL
142.029	2.006	1-back	0.0	1.0	0.63	r	BR
144.035	2.006	1-back	0.0	1.0	0.549	s	TL
146.041	2.006	1-back	0.0	1.0	0.478	z	BL
148.047	2.006	1-back	0.0	1.0	0.448	t	TR
150.053	2.006	1-back	1.0	1.0	0.492	x	TR
152.059	2.006	1-back	0.0	1.0	0.581	n	BR
154.065	2.006	1-back	0.0	1.0	0.495	l	TL
156.071	2.006	1-back	1.0	1.0	0.63	g	TL
158.077	2.006	1-back	0.0	1.0	0.545	r	BR
160.083	2.006	1-back	1.0	1.0	0.454	p	BR
162.089	2.006	1-back	0.0	1.0	0.708	z	TR
164.095	2.006	1-back	0.0	1.0	0.573	r	BL
166.101	2.006	1-back	1.0	1.0	0.515	x	BL
168.107	2.006	1-back	0.0	1.0	0.478	p	TR
170.113	2.006	1-back	0.0	1.0	0.536	c	BL
172.119	2.006	1-back	0.0	1.0	1.095	f	TR
174.125	2.006	1-back	1.0	1.0	0.672	l	TR
176.131	2.006	1-back	1.0	1.0	0.402	t	TR
178.137	2.006	1-back	0.0	1.0	0.433	f	TL
180.143	2.006	1-back	0.0	1.0	0.934	r	BL
182.149	2.006	1-back	1.0	1.0	0.613	s	BL
184.155	2.006	1-back	0.0	1.0	0.488	f	TR
186.161	2.006	1-back	0.0	1.0	0.591	c	BR
188.167	2.006	1-back	1.0	1.0	0.352	z	BR
190.173	2.006	1-back	0.0	1.0	0.524	v	BL
192.179	2.006	1-back	0.0	1.0	0.438	p	TL
194.185	2.006	1-back	1.0	1.0	0.642	t	TL
196.191	2.006	1-back	0.0	1.0	0.414	c	BL
198.197	2.006	1-back	0.0	1.0	0.374	p	BR
200.203	2.006	1-back	0.0	0.0	0.482	v	TL
202.209	2.006	1-back	1.0	1.0	0.347	n	TL
204.215	2.007	1-back	0.0	1.0	0.607	s	BR
206.222	2.006	1-back	1.0	1.0	0.855	z	BR
208.228	2.006	1-back	0.0	1.0	0.48	v	BL
210.234	2.006	1-back	0.0	1.0	0.505	n	BR
212.24	2.006	1-back	0.0	1.0	0.587	t	TL
214.246	2.006	1-back	1.0	1.0	0.351	g	TL
216.252	2.006	1-back	0.0	1.0	0.403	x	TR
218.258	2.006	1-back	1.0	1.0	0.512	g	TR
220.264	2.006	1-back	0.0	1.0	0.635	c	TL
222.27	2.006	1-back	0.0	1.0	0.532	v	BL
224.276	2.006	1-back	0.0	1.0	0.54	f	BR
226.282	6.02	1-back	1.0	1.0	0.392	n	BR
232.302	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
234.324	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
236.347	2.023	baseline	1.0	1.0	0.681	redcross.bmp	n/a
238.37	2.023	baseline	1.0	1.0	0.548	redcross.bmp	n/a
240.393	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
